26401,30827
3983,4149
948393,854029
50488,17928
2543441,3637790
51691,83892
176373,820635
23085,1544
821904,851772
178409,29078
854545,8187
852740,828881
1385,51078
10445,821738
3077458,177873
32646,35378
828812,2543462
7398,40246
854677,83823
79813,51274
54617,79876
178624,55973
176927,832150
851620,9164985
815036,27430
2540742,836176
172225,841633
176100,19387
3566,814738
4654,856099
181058,183457
34896,851930
7695,853348
152273,2540630
817696,854315
5243,126299
64343,34884
855691,116590
81678,38746
64112,171737
180393,129049
174693,50507
10393,151056
8453,174569
855560,43555
55626,11758
27223,2542824
13644,3493
850869,5979
177057,172474
851782,30957
10276,856267
41140,182861
854543,176211
190741,10981
851421,2543607
5871,175921
7727,851313
820958,72042
3384,79269
6839,853149
38611,2542126
4843,9401
67128,7760
2917,817951
3691,37372
854372,347517
2543580,729873
55603,13016
2543044,253260
4103,850819
836661,843562
26258,174473
4302,177938
856926,3479
10300,177521
853149,836236
990,850686
1737,3059
33782,25777
32115,51300
2541652,79174
172192,8801
820165,84299
852083,56550
851892,2
819803,174518
1500,38004
855276,41578
80913,8270
67220,257364
2542910,825827
853993,57782
855897,855271
191624,3174
181450,1234
5424,389541
35398,296278
13368,188733
177736,2254
84522,221357
175873,176050
35404,172532
51008,3957
51429,841854
17978,84790
830911,3772126
854461,55086
4646,855927
824129,8692
51282,9950
850980,5921
6461,41461
108655,64411
10180,26549
852021,76007
853434,2542252
23568,2539686
56946,563
5689,55816
856155,64852
2551,60489
3361532,2543670
306332,831138
7516,90480
9794,177442
818472,64764
40330,59025
308,2540429
321,853275
855668,36118
22853,2539349
171482,64160
2101,11130
853548,4862
853131,29119
2541059,65986
818781,830062
23118,3586
39518,20682
19016,832773
2539997,10538
9540,24149
79791,3360
855360,55611
9817,2539114
5567,3783
11352,10112
818444,20403
2542805,8801
852177,15505
38160,39180
836313,41860
855103,815209
153,8727
850840,5449
39340,39564
828481,55734
5147,821982
3299,836899
63922,5348
2539733,854436
4115,8220
27429,39386
2539164,147906
852006,284058
856165,947834
468,83941
838652,14218174
388552,55081
5307,379874
818816,266837
821331,57674
3361532,18044
925,852318
216963,55719
5728,43785
10040,2543254
51388,856524
175918,854085
854200,387332
824503,180420
79073,397923
2768940,816032
856142,130271
752,140739
6854,827027
53442,3565899
466,817832
10602,2539620
382,8295
853359,8850
171024,78957
817603,844299
1068,5139
8500,853990
4681,851208
2540817,6546
1763,91404
650,10487
5740544,536654
823542,112483
851023,56338
102157401,7342
38412,128434
3489,229285
946256,84282
856195,79009
842807,856696
6817,56947
854114,167838
850456,380283
24811,403728
23746,40134
854363,2745
5087,12070
79447,42075
12567,31987
12894,57325
838335,55973
851457,134492
10360,174364
2217,151393
175010,852431
9532,51271
23325,153562
12034,146909
51496,10592
854026,852861
854431,119392
10628,836263
851833,175201
945211,55942
853647,175149
8851,6191
9400,15398
853266,21968
39091,851644
140456,77006
826571,40716
1211,828153
57403,850456
27247,179361
10168,177743
821400,117584
1489679,851507
174437,54557
852549,174518
2331,180756
855053,8470
1460,852995
154810,179412
7109,843790
850914,817506
36260,57348
173128,3208
177373,3643927
33392,9191
850713,777720
853212,51277
5441,850520
41860,3084
84951,835435
40273,55209
821025,79269
39554,24874
8408,174154
23369,6142
5460,855730
37185,36420
70620,183457
832586,825196
43521,287155
850909,268281
170737,853375
839248,180367
10928,43637
11052,20747
853330,23808
109880,10072
834094,4330935
947,57804
5110,69090
2770,9228
305967,41459
79899,8934
8692,29956
12331,91647
854734,3355109
49260,35652
2539206,152789
9063,2194
2543627,823660
9497,16367
27030,839938
181348,23373
819190,174725
838604,836860
283987,398044
850799,379941
856892,5740599
4836,836198
2542198,150274
6726,39368
855948,174005
84251,174478
16568,1363
10464,80196
10153,3639482
853871,2540024
2167,9886
54880,2539817
817612,399092
852945,197322
4016,182160
29151,852068
171285,179534
855119,137868
2935,176180
176574,725
31397,3703
727,819593
53579,100341477
854994,6835
9587,821504
853031,23595
66036,5287
33814,178933
853161,37840
819827,6604
852896,2542548
5327,34565
946710,79581
177587,39332
30837,18226
828606,4349237
6571,946504
838363,44233
856147,2538964
66734,850810
850912,20648
4961471,852532
3430,840105
850930,23177
176927,4191
853966,853629
424059,17344
337,10207
4208,56406
32256,814739
27229,79114
827049,127703
2543675,3189
4301,51206
856461,20779
3556,852289
853708,113451
850605,11113
828716,3800
4063,7781
855478,56041
19684,6218
13002,814700
40682,42638
733264,839290
42045,116840
823916,4041
855083,852873
2540574,2617
176829,155
1879,3636457
23077,836324
854385,852090
828982,2541512
855591,855728
852743,12464
850828,823585
23673,855567
852793,606298
173952,851649
2665,8660
827226,81857
854336,3639210
9170,26419
5528,852662
140461,10929
850424,6908
36376,850762
850636,112483
92595,832826
23543,35340
55143,177016
8848,831899
854810,33389
80223,829904
844165,845
51027,10330
4616,836412
26512,174782
200081,855335
855838,2539310
854198,83721
20541,8893
10801,851432
51086,57182
338382,26279
126374,23417
9053,821806
5885,175852
26086,39567
2542682,39810
851904,842
842777,215031
11073,14688
4102,74106
7278,8908
836259,23996
30981,443740
31942,836822
842955,1896
7071,9191
23746,177839
3612,23279
43740572,191719
37781,2540860
17883,31872
856924,175921
140887,835323
2542744,36421
40260,11226
9138,2027
56438,2539366
2542262,1020
821259,12759
5500,5740
18005,132228
2540718,60684
819272,3232
3783727,37434
75826,26395
172373,9066
122769,54106
184508,431998
851742,29969
852251,7275
852673,11334
64160,266836
839545,26073
851564,3645687
9140,26440
4961464,855880
2982,399327
40689,26095
36001,850920
852525,44653
2540919,34953
7138,380246
10094,7827
22978,54776
833556,189167
7083,380481
178006,94198
559099,18645
826799,820082
7556,851590
22879,817584
83903,852742
2541011,14011
1468,37601
1146,34761
13543,818858
80258,84792
179343,37429
74769,175638
36277,3771770
178845,19060
5795,171460
853490,3783709
56946,1195
14582,4756
853771,12631
25813,83447
2321,6768
178064,48309
854666,18222
51512,2543584
170538,380504
6453,83933
818167,945687
814753,186189
834878,79027
854038,818741
855998,946626
850636,106025
829661,379785
10024,42512
10657,26061
856889,57472
6517,3911
6895,284930
836227,34700
57216,85453
855892,821386
1479,841122
855087,818561
853499,818831
1436,179262
855630,177602
850303,32619
170956,40444
853064,2540458
822293,5962
828349,22793
820142,2542311
8905,7290
855267,38746
232414,81929
12978,2540240
851561,376497
855132,84282
2543399,121536
175195,824455
10360,829613
829941,2543095
2542965,12393
53569,37386
7827,856267
55588,25797
39408,2161
855656,7013
832048,3651
2847763,174974
185001,181179
851813,25909
558,2539155
4234,51006
850808,320713
20274,838683
173440,20674
176702,853758
853261,1901
181428,843282
67588,853990
41420,304469
34872,36003
818862,403373
856153,832173
7375,54638
166793,2540291
8825,834353
5429,12313
852528,2622
844025,79176
25917,852905
1387,29896
25911,79026
41059,174323
855449,35991
853177,2543502
853603,22177
32996,853195
57783,181563
855194,32965
39020,3846
10982,853639
4049,79056
51389,171070
55818,117246
853357,50709
152559,55177
187528,853934
12,839698
853266,853847
18020,25831
852839,3565860
37185,887373
7088,179691
854188,5203
25012,10296
653361,4929
9049,42047
55010,6143
80905,36039
839187,7022
852659,320558
4841,814754
25844,100009546
3953,841122
7454,39737
854992,83443
814648,218
65059,57520
2542727,2703462
9722,54540
3805,814739
31166,10049
851960,854737
851266,829550
39536,172468
819127,35800
839,817332
831647,43596
180419,856115
176348,856438
37528,1271
40095,2540618
115352,14806
56086,3346227
7024,853996
850807,375484
162,2888
21898,37841
852169,57062
2542922,55646
41666,84961
100506658,839749
51574,3188
853303,831158
851706,7163
282312,855282
5252,9241
51440,181382
2778,828726
58526,888078
79101,833520
5995,53405
9332,26234
855725,56902
4005,54920
10926,518
852726,10838
55596,103213
852555,10320
853990,58493
172505,63943
827001,841277
856844,184363
810,284695
117274,58854
10189,29149
8663,854731
545486,15258
7141,43174
835868,844728
1029,816838
37785,48582
53339,55629
856886,6635
8574,830841
175831,1270
42048,8473
890,14433
5972,113912
4792,828972
3371,37996
16319,176349
4356,172433
3735,844187
1080,821937
853406,174766
84962,147179
2541201,945916
2321,856828
41583,176863
14194,852184
3135,189743
1000,181577
855522,850642
6293,836381
8619939,790
54780,38580
2542175,29644
5130,23234
5366,852814
842428,38963
830557,112401
825650,202299
17135,67943
855184,568683
229906,29674
820727,855984
6749,16498
4218,26147
6997,853965
173064,21929
12296,852946
9502,24525
819215,55920
162681,440563
10277,6154
15260,2540249
8027,175404
2541268,19943
173015,10840
22916,42549
1809,8079
853114,348235
320,836324
854662,85358
328,23808
2541603,829456
854307,852947
851959,3550
2539353,171788
2542928,9439
830000,48531
176137,43916
852591,4633
838487,7054
852177,42898
855170,191722
3556,280756
5325,6668
79038,780
60,12912
843844,21761
855783,444546
22974,55337
852326,38858
3965,41740
73274,116674
55030,9136
29098,4059
1062,11199
10092,22848
830062,400916
9982,19185
5871,29948
854529,56787
854292,83422
12125,318206
5777,841486
84131,827210
8764,34884
2540866,9512
2538988,828602
154075,3638512
171818,55022
72194,6897
852649,177617
832256,57017
12189,825278
177460,41381
627,174437
854192,7681
79677,851102
10971,173509
850868,840957
8161,832213
22632,829364
79947,231580
5147,839789
320,824019
27183,813336
856686,828889
850920,246331
550134,38159
36139,22288
34277,9209
51191,3644838
7187,56938
23118,174058
856823,9156
853699,26227
37,4330935
45683,7283
839965,841743
10640,348303
832048,399
39679,31227
26273,312965
59020,853968
1462,10361
1460,443777
64718,398012
972,2538838
2541619,23318
6275,7364
2540099,2804
84285,2538752
852837,83725
652995,399979
25513,285381
946710,7310
850877,496357
36298,191722
855252,63985
83602,145282
4005,45775
41160,830374
851479,2543199
852471,72058
851195,5915
5930,3356
853283,181267
2541871,9862
43836,9026
4216,853153
1489677,852513
55669,399345
176499,443594
837840,838780
33648,54432
63971,246008
10524,842177
45906,11196
838260,24411
118611,51283
1647,853812
36727,286753
39136,3141
5565,856430
838604,2540630
1460,10807
4824,10330
829839,127833
54790,38817
12394,11640
91419,821217
65267,23195
6580,832179
27145,856802
6993,5875
51025,178183
43026,140655
8674,57541
855891,16573
38657,12400
173512,856903
83596,123803
30138,259266
94122,3646844
40287,85359
176766,25853
39747,13429
2538787,110616
9203,821429
852692,856638
855221,14394
57082,11072
5530,174569
851212,852749
850450,17257
850454,57528
22318,24807
2165,653602
187528,853869
37618,172225
2541835,23969
2540959,852218
10137,832770
12952,851726
138046,820242
829547,10213
850598,5296
854192,3756
852525,15904
852933,380258
10130,379064
42940,5567
10906,69253
64344,10475
64421,851862
311,55118
42391,945385
84289,56919
854223,825297
140876,39679
4005,6817
853502,173038
16177,90381
9612,855120
10262,19362
818407,854872
34411,56436
852569,6910
21374,7103
31118,836134
22809,171798
821496,851821
44672,39244
825890,178491
821675,843568
837187,259800
852968,126299
51621,64223
855303,8425
7040,59109
445403,25176
7293,1400
6404,816323
854037,947228
853080,817375
3996,41461
5425,57096
855741,181382
826712,177629
35977,821947
2543281,221656
42661,3107
850559,135892
5224,174518
839349,945764
182578,64092
5884,5133
40569,40300
23085,2289
851672,25897
851140,828525
40961,379959
302938,834883
23654,174089
146956,399263
822195,5740853
2091,735142
851860,55791
4846,208266
23741,856754
10063,54509
25909,180914
841521,3850
851548,856483
6843,853093
84923,821053
819320,40031
180659,814738
824410,176444
40835,54902
51125,22218
2540825,5449
6281,5520
5686,216739
389,113174
51127,855159
9051,4284
179802,34170
6494,817267
8986,827336
835842,259498
26100,831622
57017,6660
89,10794
850457,853969
9700,9572
10735,152559
919,6572
2792,3565860
84376,172943
851934,42512
85439,823975
32852,3841
853165,838993
839901,820723
851887,22346
7681,54830
854825,89970
106759,853806
3174,3685
851965,852659
12006,8993
274,84464
117178,93107
839749,2540627
1308,832756
855738,824627
836603,373726
23028,836324
855538,3638
2538706,3707651
54764,6263
4738,43991
179624,832392
824459,2542958
8936,314637
8517,5690
5745,4117
199713,854650
220108,60685
23647,40739
37124,4673
9092,829717
8291,84922
843830,290
838950,56257
9403,2539504
3586,172889
180317,855840
35381,852044
2542677,91937
40045,56431
851905,40832
51147,1280
854480,852023
850803,6188
399308,852637
29214,851891
38004,64641
253725,10401
2263,16443
3298,947834
26046,841747
398148,172483
103968,1489675
9138,27242
7161,2542358
64067,63916
2541603,8649
2243,2703462
16513,116092
5175,843890
179941,11178
3636506,829676
84466,2542047
1448,388701
850621,64755
51065,100023431
852001,852770
853346,33161
43724,57820
23179,6949
835889,55173
2035,55731
14823,853545
25122,836034
4734,856167
13018,10181
55437,70
13385,842839
10813,824383
184803,1088
2540574,851566
819174,852492
32498,839523
825517,2542126
3181,2543545
175962,11226
6617,249
9454,100037192
2307,19417
856563,851930
175813,834033
1032,829927
2541652,2541386
286451,33824
1979,8270
1738,4736
850970,827017
22190,1282
15405,855282
2539992,2214
172247,18509
855080,928
1641,835813
947050,171627
841113,178113
55294,54681
1912,852405
26060,36454
172679,81501
829332,851608
10210,55677
852732,176784
34095,100132565
855497,853707
41830,218544
1785,19387
100287171,852171
8636,207259
35786,189676
196513,542682
2138,318206
23658,22589
243963,815120
183457,29915
50003,817208
852177,852609
178208,851866
852214,23024
23112,4943
30061,324004
39747,57109
32113,140456
820898,163882
179598,852645
854553,24136
852199,840147
853818,79443
57379,9399
856846,11103
851706,17311
850345,843320
36956,64852
2540742,81554
3361330,51292
5530,819239
10063,179557
31140,835727
71770,5947
117277,2543204
6772,179266
852766,443777
80854,19225
7520,3981
43785,3876057
100506658,51451
4082,818025
4261,827125
10600,817894
8879,171838
855514,22878
6207,380506
5802967,851617
84717,109910
152273,57258
339287,117144
65975,43080
37142,20926
7328,152789
856742,1112
12576,32746
3783709,80762
66917,399279
174557,20416
40232,9774
23252,6132
7410,853859
5110,57514
30836,64516
100009102,844322
853654,57162
824408,850810
189994,172682
372,1209
42341,854736
834451,12211
39727,342096
37220,9399
3097,56041
14569,5557
84875,2540846
853603,230908
5116,820135
57575,253782
32079,850875
2539042,3676
55611,83540
8660,829941
31376,850562
37185,177520
1399,23939
1857,31248
838721,2542637
80335,831168
317996,1829
52609,81672
856297,56259
39745,2541171
852755,852033
3050,43018
173340,850705
852945,834403
2542023,3639540
40554,172682
25827,854960
9372,842993
5080,28970
57602,11546
11091,822350
51388,9457
43819,854668
6281,832494
144717,838462
10771,57661
851738,253943
854994,853249
26295,34505
175142,855168
36028,853828
64934,8723
827297,32352
5774,83549
829244,2539
33814,26268
839574,55322
108686,151393
824503,836190
850530,850779
4597,54189
10865,286887
855953,29844
856583,18019
253461,829285
838651,25813
192669,947606
13640,3707651
79577,38001
854677,24653
176815,20375
855631,17261
2543526,639
821251,107995
188694,70530
8573,114088
178768,71242
851495,42491
179794,51561
5611,182915
101206,191675
2043,116743
832293,853778
16319,824853
853562,174848
2542256,21402
7249,824576
851485,850511
850980,56353
853393,171128
23499,947466
856508,2541873
1270,180826
6242,45959
374569,70439
28996,15078
834678,1182
3645687,20909
2983,844773
596,824226
854533,8449
21687,179945
11009,496357
174050,851897
19055,827457
830445,55723
55636,179534
853497,11318
838771,32099
44097,854382
818407,377630
852289,825336
2543627,84790
11140,54897
8449,5277
33300,824923
817919,176164
55284,84174
834507,836381
836865,947474
818331,16974
11277,853849
26235,240752
6637,6757
10598,398174
2542949,39234
830909,16601
821115,31229
81567,6147
851500,399308
3841,28969
851158,6775
8692,176651
7128,852406
2543544,320299
2146,856577
9402,856765
180419,8938
65265,178895
851250,3783761
89910,175572
55285,25729
10320,850343
7376,852661
175101,54555
83814,200539
851548,1278
75829,40162
43828,854978
6814,856024
9512,191676
139231,178696
9784,285195
2895,3565888
835657,10297
851873,4628
58487,51016
173271,100337511
835250,57606
13555,850753
853641,34171
850343,5190
2540148,3017
17999,12122
6887,25167
2539992,175955
821346,131578
8826,821902
2553,838003
134430,146909
40828,42524
474928,373726
837393,37201
856892,59009
56916,855245
24873,855825
173869,175840
6399,229906
856393,8674026
8239,84437
852434,334
851048,2540845
10320,100133941
852794,10673
57654,34286
51138,8891
843221,3957
199990,37841
50649,844276
818029,1112
246744,32015
175750,185814
856831,55070
281181,89866
5982,1159
25865,84321
5641,221092
4904,11911
36015,2966
5915,851338
33214,853886
5608,100133941
2178,22795
57096,40650
149041,3694
852971,25949
9372,2542723
181771,7008
6688,5203
2539864,50915
827331,14467
79169,116442
81757,5213
84067,821891
3093,114822
2776,287022
176503,11059
2475,10468
855005,89927
38150,44879
850562,32269
31141,154865
839323,176116
31251,139341
852088,2949
7003,854941
852260,173321
33981,818302
415491,3772633
19696,56993
853106,12364
858,822401
84838,21647
10270,380168
842959,176885
179641,356
816579,830
83589,3077
12578,51645
12330,7453
855820,6781
822079,838310
6546,51647
6801,542682
852451,824776
9221,844268
852746,257397
854383,8496
171804,819296
843534,9330
4255,23499
42553,32763
9702,854970
3860,4499
853579,353376
192669,174612
2542245,387882
1843,852867
42922,6827
851839,819774
8935,83851
4605,6653
842030,2540228
6293,126282
2542808,25855
23435,179791
856612,179707
852020,63940
1173,853119
854688,2541616
26094,27428
855132,175462
839972,850634
856835,1509
12737,820
854869,853336
180311,6668
37528,817106
2542070,952
573,856927
39039,188455
13435,79677
7755,340024
854078,856015
56817,246176
373509,2540637
856220,8216
180168,856791
390,186939
2539644,2541307
15378,20844
851420,2540495
6304,90379
11178,41446
850349,2542628
20274,8887
837284,831738
13555,855970
4824,836163
60485,9328
853160,3931
79035,3635033
850577,841810
1272,79269
852702,835603
406,19184
7556,55692
42985,2768674
851313,60674
30061,833738
853011,47408
5469,40620
855609,853696
851759,854765
9739,9164922
79968,818036
856087,55016
855656,2767
854303,47894
856294,6722
855158,3772180
856097,200845
65982,399320
10286,199692
233908,167227
5685,839032
2542432,12393
1879,839868
6541,9429
33563,79000
3910,1489425
28984,824372
854444,108686
830912,5002
398168,2541319
855496,851802
174006,852846
81,43476
9332,2541522
37475,836690
12286,175546
850773,6147
132228,173872
51143,838003
1856,853202
51693,1520
5798,201254
42445,12567
4023,49090
852947,176180
55561,850510
4502,824349
854875,853060
852532,266747
851558,17268
1073,839208
819182,3355133
853209,54014
3783712,326197
12189,21834
855687,64801
6025,174673
2542196,829285
7140,2768858
843918,1329
3688,819619
6872,11004
79577,19091
1676,945385
850623,856153
177045,828520
133522,268697
9604,852394
855256,34530
26584,8701
79447,49816
8490,18039
851394,22909
852428,213742
64680,40508
856035,831171
1398,36727
9935,8620036
6895,17131
176015,855461
3437,851776
2540329,80223
10105,175734
2541941,43284
2541688,37336
854938,6836
5787,10181
79680,852146
3077539,816576
21938,832215
11116,853388
5516,945564
855424,31179
853752,825278
831151,172319
6297,176451
93621,22795
5868,11129
124245,945319
851042,134359
9175,37617
4210,832215
3065,825794
816486,856031
8870,2539645
851074,39122
851204,6778
852719,831234
53885,2541762
10152,180014
8721,6648
187152,181250
853585,40847
10456,39588
854660,159989
2541978,59274
5892,821607
818331,172284
856864,17248
856105,23598
79890,179592
821323,128434
24883,36992
6230,54732
5594,36592
10180,19205
853002,2540677
24525,29121
854198,2539857
830029,5803
50915,1992
29093,947697
179959,5535
7353,2538752
836865,28991
855345,286753
22978,4049
853675,5336
38389,851421
35221,819979
851460,54345
216233,399320
5930,25132
851246,134728
856508,5467
81545,828626
856277,379370
3205,836528
148398,81574
852173,12631
2541861,37014
7293,177442
3636506,35977
854394,2541925
853862,23157
1605,1062
5236,835935
851403,821429
2540939,312
824507,192154
854126,837562
855076,292
5045,16410
3361532,14812
842620,41199
831748,54221
51068,179412
2571,56364
2541144,41087
42130,360643
18708,175770
79923,14266
92421,32133
853356,150572
26395,80333
172259,4092
853201,1241
5423,834930
10114,829746
853788,938971
92181,39014
89891,148170
1795,100337595
1457,2740
43162,29647
831524,851844
14629,856778
23645,41363
836199,362631
3603,29110
23969,33418
835621,817487
850345,817722
8260,831547
10204,21834
39375,79980
728642,401145
850456,41861
208650,175783
2538731,665
2541746,177111
10691,64563
7138,231580
5782,179461
854329,855335
146956,68423
851049,161
34505,852033
18986,37734
820213,79176
4502,853059
10681,37235
830008,36773
853097,55677
11273,2539395
41153,84320
26914,844066
636,2000
855611,835428
838604,179272
38958,41703
837249,12306
201501,2870783
663,181450
3281,817145
9191,312
5991,398434
184627,2539311
81579,843646
84991,2542502
36017,84993
19262,544020
828626,158219
2541326,1123
16922,37916
27242,4349237
26277,3638524
2542928,2645
57491,833755
2541264,853834
2539244,43566
853688,149420
23636,853994
362161,196441
23641,842674
7746,830276
10163,1123
37864,854065
10919,40294
852982,33401
6337,2541852
834961,85300
852248,388701
2540630,17969
5092,820557
23253,171627
200576,3772462
856422,158297
38154,311245
830095,820530
37778,225875
94212,854226
73381,84124
33941,32
855053,855819
856868,2006
171128,284252
3315,39750
851652,842674
941,8941
37681,9439
856088,172215
56916,34009
55824,285180
851532,4853
831958,839540
54880,836092
16476,79602
5413,1351
2538875,116655
10460,9919
856019,44446
9349,3783704
25929,856754
843524,51399
23479,178685
838073,820538
26827,100352737
828905,10522
10979,67128
58186,10671
506,830308
851152,2542239
92714,825104
10277,401145
2539497,10673
819774,2271
5337,172682
3639714,178685
839714,37014
256646,8767
181018,9950
12483,188703
34688,819969
3191,23192
15239,856169
856400,852866
851652,2541255
2072,281831
33569,51184
117178,42192
433766,850779
110355,18014
1282,838001
5906,290
22878,64515
4904,1363
841923,37549
5478,84321
10094,172458
4287,832053
6492,824459
830586,55806
8834,853939
9961,90673
35649,6749
80218,43991
853513,34629
175472,17196
1421,53981
852714,7781
27316,27022
41565,93765
5394,827934
6133,318847
851342,2768992
850613,179498
947,55664
7531,3720
7818,851969
854940,51256
54465,55689
192258,819400
9343,91147
233902,41
5781,37617
856461,4802
2768677,4990
79866,11152
26249,822196
851632,79923
31362,6583
12122,9182
14048,54345
33941,843095
10276,1951
838721,2542628
839517,229615
23708,852966
22808,3777
4171,855281
1326,5971
3361532,853183
10178,32221
114712,843813
832437,2258
843834,225908
852768,2538906
821279,837150
81876,2746858
853463,16468
2543526,825291
8856,852495
161,31874
22589,818723
79923,25404
5914,853812
852074,176348
255488,23024
48448,839250
853774,67838
821982,32740
83620,17494231
52,818303
2540281,116173
27000,24617
836287,8495
4800,6569
853715,10297
854153,835699
26380,92715
15364,27238
853553,23276
853244,37729
856774,735023
7080,821521
3984,837417
718,2539041
55157,6749
10775,828539
814776,66877
993,830361
834756,312965
9491,11124
822525,45969
380450,3684
7415,8431
7026,850302
2541529,171954
855386,2539971
854059,814818
22320,818858
85423,23119
118924,64864
179631,53820
855673,379094
39455,824654
850779,398349
8022,100043163
25855,151056
851100,18611
111,5627
40045,114294
58190,1222768
835557,406930
42218,55731
835875,45318
855230,543561
57520,177924
29115,89970
37778,7922386
51720,2541706
850893,851260
178169,835054
84733,4779
44030,856455
21423,5876
2541606,829040
852779,850703
32996,838470
14463,3646148
8805,11040
855860,824343
2541710,10462
855048,55731
16170,108086
822079,34761
833502,2538846
2542160,5257
9450,5348
318846,1318
850507,850521
31840,828779
827568,850773
51322,343637
56292,5324
2803,820643
3643413,1489678
4041,828850
55636,850650
825476,2077
851830,45343
830,948666
90678,821676
855656,3565776
842777,26440
991,837560
854119,854118
288,830302
32602,1670
11773,850778
8498,839972
81757,42642
816137,26036
172674,51496
54442,178324
224619,65267
851718,1763
6874,92552
10142,832149
855005,83696
2017,818036
6426,379820
4659,851660
22658,9363
2540043,2540846
818549,850636
850935,78889
850970,183737
832,854694
6895,844042
852667,6865
8301,9878
853848,1154
11060,2539773
39659,852096
6495,17702
3802,2941
40679,23063
2540020,3008
827904,361986
855342,9024
856058,64411
853097,51773
841596,837058
147011,100362725
37422,80342
2540029,175985
8350,55384
16590,88455
55030,3651
189280,3119
2540645,32789
84307,851949
852786,825794
856314,2542239
853509,182022
6146,266632
10768,818860
472,1520
58529,83814
10195,55330
10602,855461
828498,47
825532,8315
1385,134359
180724,850843
827631,7384
2541298,5900
828812,817245
821509,41184
6165,55707
179598,10201
853770,56916
4784,17955
84856,853537
1514,100009583
223870,79915
431707,34170
23177,42065
851372,21841
3196,9150
20926,831241
843917,51094
854582,159195
825359,2541265
855668,84451
853772,945615
8890,34700
463,842009
84131,80288
21926,3676
2539642,54726
81771,828792
2540730,179538
853385,25862
16975,441518
2541958,854922
852372,3135
850884,84961
42845,175975
854150,839816
8697,25959
829636,853880
5683,825091
4140,5116
35680,3326
856222,35173
2539562,851202
31942,13395
37637,856659
36110,10095
998,855689
852659,56158
3488,208650
80028,40904
57215,33125
3772329,850320
14784,13016
2114,850401
853023,818457
3688,26261
856774,2540794
851647,5321
181524,835115
835926,34700
31221,839574
9219,27351
852896,379116
35046,140807
824459,39513
51699,844322
851212,643365
852695,32920
23191,189994
119,10906
4144,89857
177685,8780
176103,25167
55737,55754
5912,8013
853056,854993
856297,30946
32780,42537
837791,5393
856612,142679
7074,851177
834259,93380
853641,183417
2919,47091
854185,36156
5830,2543372
55038,21341
816388,32245
26263,197322
823916,835565
188148,829364
4015,175443
6532,179003
853650,53573
10458,192152
854212,844224
26119,644
179684,834159
851800,284403
818410,25595
9092,79901
3704063,37858
43017,40141
33883,852908
29560,18509
5789,26419
819738,41871
23988,60686
54507,100023431
818339,20937
55105,53605
51514,53569
855569,38835
12675,174350
10845,10575
852423,24525
187728,6683
850528,80824
850753,4857
8357,850538
29896,281010
176661,379413
19645,175925
176657,9967
182474,834259
57410,853830
7786,51741
20787,8364
855319,7040
856400,2871059
851005,825062
2199,35552
225689,80131
36497,852068
172712,175545
91949,9829
838687,7314
79091,139231
855834,55536
853970,57584
23352,380006
850590,2539730
39673,818629
854294,142679
850587,56957
852990,42524
37894,447433
22808,825785
56888,2629
23957,55149
8518,841486
821575,2540464
855276,7403
9043,14728
38367,59286
854399,5348
2539087,2539505
856731,180637
176185,84525
2541871,92345
853247,440563
1069,6096
856709,855981
8092,54413
176490,23365
26295,3680
5915,851969
17978,53443
2257,50320
2785,15163
6950,2542655
851596,42553
35523,52850
23142,177161
